FRECUENCIA;DIAMES;DIASEMANA;MESTEXTO;AÑO;VALOR
29 DIC 2000;29;viernes;diciembre;2000;9109,80
01 ENE 2001;1;lunes;enero;2001;-
02 ENE 2001;2;martes;enero;2001;9080,20
03 ENE 2001;3;miércoles;enero;2001;9200,90
04 ENE 2001;4;jueves;enero;2001;9597,20
05 ENE 2001;5;viernes;enero;2001;9601,40
08 ENE 2001;8;lunes;enero;2001;9623,60
09 ENE 2001;9;martes;enero;2001;9581,80
10 ENE 2001;10;miércoles;enero;2001;9585,80
11 ENE 2001;11;jueves;enero;2001;9699,80
12 ENE 2001;12;viernes;enero;2001;9890,20
15 ENE 2001;15;lunes;enero;2001;9892,00
16 ENE 2001;16;martes;enero;2001;9722,40
17 ENE 2001;17;miércoles;enero;2001;10020,10
18 ENE 2001;18;jueves;enero;2001;10070,80
19 ENE 2001;19;viernes;enero;2001;9955,50
22 ENE 2001;22;lunes;enero;2001;10019,20
23 ENE 2001;23;martes;enero;2001;10100,40
24 ENE 2001;24;miércoles;enero;2001;10116,20
25 ENE 2001;25;jueves;enero;2001;10132,00
26 ENE 2001;26;viernes;enero;2001;10090,10
29 ENE 2001;29;lunes;enero;2001;9949,90
30 ENE 2001;30;martes;enero;2001;10036,20
31 ENE 2001;31;miércoles;enero;2001;10116,00
01 FEB 2001;1;jueves;febrero;2001;10123,00
02 FEB 2001;2;viernes;febrero;2001;9848,50
05 FEB 2001;5;lunes;febrero;2001;9846,70
06 FEB 2001;6;martes;febrero;2001;9934,80
07 FEB 2001;7;miércoles;febrero;2001;9880,70
08 FEB 2001;8;jueves;febrero;2001;10020,80
09 FEB 2001;9;viernes;febrero;2001;9936,30
12 FEB 2001;12;lunes;febrero;2001;10096,50
13 FEB 2001;13;martes;febrero;2001;10054,20
14 FEB 2001;14;miércoles;febrero;2001;9759,70
15 FEB 2001;15;jueves;febrero;2001;9865,30
16 FEB 2001;16;viernes;febrero;2001;9789,50
19 FEB 2001;19;lunes;febrero;2001;9861,30
20 FEB 2001;20;martes;febrero;2001;9680,50
21 FEB 2001;21;miércoles;febrero;2001;9592,10
22 FEB 2001;22;jueves;febrero;2001;9418,80
23 FEB 2001;23;viernes;febrero;2001;9344,80
26 FEB 2001;26;lunes;febrero;2001;9476,40
27 FEB 2001;27;martes;febrero;2001;9554,10
28 FEB 2001;28;miércoles;febrero;2001;9551,40
01 MAR 2001;1;jueves;marzo;2001;9486,10
02 MAR 2001;2;viernes;marzo;2001;9570,90
05 MAR 2001;5;lunes;marzo;2001;9688,10
06 MAR 2001;6;martes;marzo;2001;9892,10
07 MAR 2001;7;miércoles;marzo;2001;9923,30
08 MAR 2001;8;jueves;marzo;2001;9798,20
09 MAR 2001;9;viernes;marzo;2001;9726,60
12 MAR 2001;12;lunes;marzo;2001;9494,80
13 MAR 2001;13;martes;marzo;2001;9510,90
14 MAR 2001;14;miércoles;marzo;2001;9393,00
15 MAR 2001;15;jueves;marzo;2001;9476,30
16 MAR 2001;16;viernes;marzo;2001;9290,00
19 MAR 2001;19;lunes;marzo;2001;9251,30
20 MAR 2001;20;martes;marzo;2001;9216,70
21 MAR 2001;21;miércoles;marzo;2001;8899,80
22 MAR 2001;22;jueves;marzo;2001;8531,80
23 MAR 2001;23;viernes;marzo;2001;8810,50
26 MAR 2001;26;lunes;marzo;2001;9063,40
27 MAR 2001;27;martes;marzo;2001;9263,30
28 MAR 2001;28;miércoles;marzo;2001;9163,40
29 MAR 2001;29;jueves;marzo;2001;9222,80
30 MAR 2001;30;viernes;marzo;2001;9308,30
02 ABR 2001;2;lunes;abril;2001;9324,30
03 ABR 2001;3;martes;abril;2001;9011,80
04 ABR 2001;4;miércoles;abril;2001;9172,40
05 ABR 2001;5;jueves;abril;2001;9340,20
06 ABR 2001;6;viernes;abril;2001;9328,40
09 ABR 2001;9;lunes;abril;2001;9453,50
10 ABR 2001;10;martes;abril;2001;9601,80
11 ABR 2001;11;miércoles;abril;2001;9613,90
12 ABR 2001;12;jueves;abril;2001;9648,80
13 ABR 2001;13;viernes;abril;2001;-
16 ABR 2001;16;lunes;abril;2001;-
17 ABR 2001;17;martes;abril;2001;9526,50
18 ABR 2001;18;miércoles;abril;2001;9797,80
19 ABR 2001;19;jueves;abril;2001;9798,00
20 ABR 2001;20;viernes;abril;2001;9547,50
23 ABR 2001;23;lunes;abril;2001;9269,40
24 ABR 2001;24;martes;abril;2001;9418,90
25 ABR 2001;25;miércoles;abril;2001;9350,40
26 ABR 2001;26;jueves;abril;2001;9523,90
27 ABR 2001;27;viernes;abril;2001;9634,60
30 ABR 2001;30;lunes;abril;2001;9761,00
01 MAY 2001;1;martes;mayo;2001;-
02 MAY 2001;2;miércoles;mayo;2001;9633,50
03 MAY 2001;3;jueves;mayo;2001;9497,20
04 MAY 2001;4;viernes;mayo;2001;9542,70
07 MAY 2001;7;lunes;mayo;2001;9589,20
08 MAY 2001;8;martes;mayo;2001;9658,00
09 MAY 2001;9;miércoles;mayo;2001;9654,30
10 MAY 2001;10;jueves;mayo;2001;9781,50
11 MAY 2001;11;viernes;mayo;2001;9684,50
14 MAY 2001;14;lunes;mayo;2001;9602,20
15 MAY 2001;15;martes;mayo;2001;9667,60
16 MAY 2001;16;miércoles;mayo;2001;9588,10
17 MAY 2001;17;jueves;mayo;2001;9661,50
18 MAY 2001;18;viernes;mayo;2001;9728,40
21 MAY 2001;21;lunes;mayo;2001;9678,20
22 MAY 2001;22;martes;mayo;2001;9626,90
23 MAY 2001;23;miércoles;mayo;2001;9632,60
24 MAY 2001;24;jueves;mayo;2001;9616,20
25 MAY 2001;25;viernes;mayo;2001;9468,40
28 MAY 2001;28;lunes;mayo;2001;9545,60
29 MAY 2001;29;martes;mayo;2001;9487,20
30 MAY 2001;30;miércoles;mayo;2001;9439,90
31 MAY 2001;31;jueves;mayo;2001;9500,70
01 JUN 2001;1;viernes;junio;2001;9399,40
04 JUN 2001;4;lunes;junio;2001;9561,50
05 JUN 2001;5;martes;junio;2001;9601,80
06 JUN 2001;6;miércoles;junio;2001;9530,70
07 JUN 2001;7;jueves;junio;2001;9516,80
08 JUN 2001;8;viernes;junio;2001;9607,30
11 JUN 2001;11;lunes;junio;2001;9606,80
12 JUN 2001;12;martes;junio;2001;9444,00
13 JUN 2001;13;miércoles;junio;2001;9522,50
14 JUN 2001;14;jueves;junio;2001;9476,60
15 JUN 2001;15;viernes;junio;2001;9363,30
18 JUN 2001;18;lunes;junio;2001;9018,70
19 JUN 2001;19;martes;junio;2001;9047,90
20 JUN 2001;20;miércoles;junio;2001;9021,50
21 JUN 2001;21;jueves;junio;2001;8920,90
22 JUN 2001;22;viernes;junio;2001;8925,20
25 JUN 2001;25;lunes;junio;2001;8964,30
26 JUN 2001;26;martes;junio;2001;8792,70
27 JUN 2001;27;miércoles;junio;2001;8787,60
28 JUN 2001;28;jueves;junio;2001;8855,90
29 JUN 2001;29;viernes;junio;2001;8878,40
02 JUL 2001;2;lunes;julio;2001;9073,30
03 JUL 2001;3;martes;julio;2001;9015,90
04 JUL 2001;4;miércoles;julio;2001;8885,00
05 JUL 2001;5;jueves;julio;2001;8787,60
06 JUL 2001;6;viernes;julio;2001;8501,90
09 JUL 2001;9;lunes;julio;2001;8526,20
10 JUL 2001;10;martes;julio;2001;8465,10
11 JUL 2001;11;miércoles;julio;2001;8266,10
12 JUL 2001;12;jueves;julio;2001;8166,70
13 JUL 2001;13;viernes;julio;2001;8303,90
16 JUL 2001;16;lunes;julio;2001;8296,10
17 JUL 2001;17;martes;julio;2001;8372,70
18 JUL 2001;18;miércoles;julio;2001;8210,10
19 JUL 2001;19;jueves;julio;2001;8354,20
20 JUL 2001;20;viernes;julio;2001;8304,10
23 JUL 2001;23;lunes;julio;2001;8378,90
24 JUL 2001;24;martes;julio;2001;8373,80
25 JUL 2001;25;miércoles;julio;2001;8153,50
26 JUL 2001;26;jueves;julio;2001;8231,00
27 JUL 2001;27;viernes;julio;2001;8217,00
30 JUL 2001;30;lunes;julio;2001;8417,90
31 JUL 2001;31;martes;julio;2001;8480,00
01 AGO 2001;1;miércoles;agosto;2001;8557,30
02 AGO 2001;2;jueves;agosto;2001;8608,70
03 AGO 2001;3;viernes;agosto;2001;8564,70
06 AGO 2001;6;lunes;agosto;2001;8636,20
07 AGO 2001;7;martes;agosto;2001;8567,70
08 AGO 2001;8;miércoles;agosto;2001;8439,20
09 AGO 2001;9;jueves;agosto;2001;8292,00
10 AGO 2001;10;viernes;agosto;2001;8203,00
13 AGO 2001;13;lunes;agosto;2001;8337,70
14 AGO 2001;14;martes;agosto;2001;8450,00
15 AGO 2001;15;miércoles;agosto;2001;-
16 AGO 2001;16;jueves;agosto;2001;8322,90
17 AGO 2001;17;viernes;agosto;2001;8200,10
20 AGO 2001;20;lunes;agosto;2001;8190,30
21 AGO 2001;21;martes;agosto;2001;8196,00
22 AGO 2001;22;miércoles;agosto;2001;8305,60
23 AGO 2001;23;jueves;agosto;2001;8401,30
24 AGO 2001;24;viernes;agosto;2001;8540,60
27 AGO 2001;27;lunes;agosto;2001;8515,60
28 AGO 2001;28;martes;agosto;2001;8372,90
29 AGO 2001;29;miércoles;agosto;2001;8425,30
30 AGO 2001;30;jueves;agosto;2001;8232,10
31 AGO 2001;31;viernes;agosto;2001;8321,10
03 SEP 2001;3;lunes;septiembre;2001;8153,00
04 SEP 2001;4;martes;septiembre;2001;8291,20
05 SEP 2001;5;miércoles;septiembre;2001;8117,30
06 SEP 2001;6;jueves;septiembre;2001;7904,70
07 SEP 2001;7;viernes;septiembre;2001;7727,20
10 SEP 2001;10;lunes;septiembre;2001;7678,70
11 SEP 2001;11;martes;septiembre;2001;7328,40
12 SEP 2001;12;miércoles;septiembre;2001;7336,70
13 SEP 2001;13;jueves;septiembre;2001;7338,70
14 SEP 2001;14;viernes;septiembre;2001;6911,80
17 SEP 2001;17;lunes;septiembre;2001;7094,80
18 SEP 2001;18;martes;septiembre;2001;7043,80
19 SEP 2001;19;miércoles;septiembre;2001;6933,60
20 SEP 2001;20;jueves;septiembre;2001;6725,30
21 SEP 2001;21;viernes;septiembre;2001;6498,40
24 SEP 2001;24;lunes;septiembre;2001;6885,70
25 SEP 2001;25;martes;septiembre;2001;7000,50
26 SEP 2001;26;miércoles;septiembre;2001;7050,90
27 SEP 2001;27;jueves;septiembre;2001;7197,90
28 SEP 2001;28;viernes;septiembre;2001;7314,00
01 OCT 2001;1;lunes;octubre;2001;7193,10
02 OCT 2001;2;martes;octubre;2001;7309,90
03 OCT 2001;3;miércoles;octubre;2001;7245,00
04 OCT 2001;4;jueves;octubre;2001;7466,30
05 OCT 2001;5;viernes;octubre;2001;7169,30
08 OCT 2001;8;lunes;octubre;2001;7200,00
09 OCT 2001;9;martes;octubre;2001;7278,40
10 OCT 2001;10;miércoles;octubre;2001;7529,60
11 OCT 2001;11;jueves;octubre;2001;7553,10
12 OCT 2001;12;viernes;octubre;2001;-
15 OCT 2001;15;lunes;octubre;2001;7511,90
16 OCT 2001;16;martes;octubre;2001;7643,70
17 OCT 2001;17;miércoles;octubre;2001;7918,60
18 OCT 2001;18;jueves;octubre;2001;7802,30
19 OCT 2001;19;viernes;octubre;2001;7590,70
22 OCT 2001;22;lunes;octubre;2001;7780,40
23 OCT 2001;23;martes;octubre;2001;7943,30
24 OCT 2001;24;miércoles;octubre;2001;8096,70
25 OCT 2001;25;jueves;octubre;2001;7879,30
26 OCT 2001;26;viernes;octubre;2001;7958,30
29 OCT 2001;29;lunes;octubre;2001;7795,30
30 OCT 2001;30;martes;octubre;2001;7562,50
31 OCT 2001;31;miércoles;octubre;2001;7774,26
01 NOV 2001;1;jueves;noviembre;2001;7754,80
02 NOV 2001;2;viernes;noviembre;2001;7677,50
05 NOV 2001;5;lunes;noviembre;2001;7926,00
06 NOV 2001;6;martes;noviembre;2001;8017,80
07 NOV 2001;7;miércoles;noviembre;2001;8118,40
08 NOV 2001;8;jueves;noviembre;2001;8363,30
09 NOV 2001;9;viernes;noviembre;2001;8222,00
12 NOV 2001;12;lunes;noviembre;2001;8059,80
13 NOV 2001;13;martes;noviembre;2001;8383,10
14 NOV 2001;14;miércoles;noviembre;2001;8463,60
15 NOV 2001;15;jueves;noviembre;2001;8500,30
16 NOV 2001;16;viernes;noviembre;2001;8536,60
19 NOV 2001;19;lunes;noviembre;2001;8691,10
20 NOV 2001;20;martes;noviembre;2001;8540,60
21 NOV 2001;21;miércoles;noviembre;2001;8425,40
22 NOV 2001;22;jueves;noviembre;2001;8506,10
23 NOV 2001;23;viernes;noviembre;2001;8531,70
26 NOV 2001;26;lunes;noviembre;2001;8563,10
27 NOV 2001;27;martes;noviembre;2001;8439,30
28 NOV 2001;28;miércoles;noviembre;2001;8348,30
29 NOV 2001;29;jueves;noviembre;2001;8272,90
30 NOV 2001;30;viernes;noviembre;2001;8364,70
03 DIC 2001;3;lunes;diciembre;2001;8302,90
04 DIC 2001;4;martes;diciembre;2001;8514,60
05 DIC 2001;5;miércoles;diciembre;2001;8825,50
06 DIC 2001;6;jueves;diciembre;2001;-
07 DIC 2001;7;viernes;diciembre;2001;8703,20
10 DIC 2001;10;lunes;diciembre;2001;8559,90
11 DIC 2001;11;martes;diciembre;2001;8636,70
12 DIC 2001;12;miércoles;diciembre;2001;8532,50
13 DIC 2001;13;jueves;diciembre;2001;8319,50
14 DIC 2001;14;viernes;diciembre;2001;8281,60
17 DIC 2001;17;lunes;diciembre;2001;8543,10
18 DIC 2001;18;martes;diciembre;2001;8474,10
19 DIC 2001;19;miércoles;diciembre;2001;8327,00
20 DIC 2001;20;jueves;diciembre;2001;8232,80
21 DIC 2001;21;viernes;diciembre;2001;8284,90
24 DIC 2001;24;lunes;diciembre;2001;-
25 DIC 2001;25;martes;diciembre;2001;-
26 DIC 2001;26;miércoles;diciembre;2001;-
27 DIC 2001;27;jueves;diciembre;2001;8434,90
28 DIC 2001;28;viernes;diciembre;2001;8397,60
31 DIC 2001;31;lunes;diciembre;2001;-
01 ENE 2002;1;martes;enero;2002;-
02 ENE 2002;2;miércoles;enero;2002;8377,10
03 ENE 2002;3;jueves;enero;2002;8554,70
04 ENE 2002;4;viernes;enero;2002;8463,10
07 ENE 2002;7;lunes;enero;2002;8177,30
08 ENE 2002;8;martes;enero;2002;8186,60
09 ENE 2002;9;miércoles;enero;2002;8066,10
10 ENE 2002;10;jueves;enero;2002;7935,40
11 ENE 2002;11;viernes;enero;2002;7983,10
14 ENE 2002;14;lunes;enero;2002;7800,30
15 ENE 2002;15;martes;enero;2002;7948,70
16 ENE 2002;16;miércoles;enero;2002;7804,10
17 ENE 2002;17;jueves;enero;2002;7977,50
18 ENE 2002;18;viernes;enero;2002;8008,80
21 ENE 2002;21;lunes;enero;2002;7902,50
22 ENE 2002;22;martes;enero;2002;8033,10
23 ENE 2002;23;miércoles;enero;2002;8078,30
24 ENE 2002;24;jueves;enero;2002;8213,30
25 ENE 2002;25;viernes;enero;2002;8185,00
28 ENE 2002;28;lunes;enero;2002;8273,10
29 ENE 2002;29;martes;enero;2002;8178,40
30 ENE 2002;30;miércoles;enero;2002;8019,70
31 ENE 2002;31;jueves;enero;2002;8050,40
01 FEB 2002;1;viernes;febrero;2002;8171,10
04 FEB 2002;4;lunes;febrero;2002;8014,30
05 FEB 2002;5;martes;febrero;2002;7852,70
06 FEB 2002;6;miércoles;febrero;2002;7708,10
07 FEB 2002;7;jueves;febrero;2002;7872,40
08 FEB 2002;8;viernes;febrero;2002;7829,80
11 FEB 2002;11;lunes;febrero;2002;7819,70
12 FEB 2002;12;martes;febrero;2002;7787,80
13 FEB 2002;13;miércoles;febrero;2002;7867,20
14 FEB 2002;14;jueves;febrero;2002;8021,40
15 FEB 2002;15;viernes;febrero;2002;7920,40
18 FEB 2002;18;lunes;febrero;2002;7832,40
19 FEB 2002;19;martes;febrero;2002;7708,60
20 FEB 2002;20;miércoles;febrero;2002;7716,40
21 FEB 2002;21;jueves;febrero;2002;7736,50
22 FEB 2002;22;viernes;febrero;2002;7662,40
25 FEB 2002;25;lunes;febrero;2002;7775,10
26 FEB 2002;26;martes;febrero;2002;7847,00
27 FEB 2002;27;miércoles;febrero;2002;8101,40
28 FEB 2002;28;jueves;febrero;2002;8135,50
01 MAR 2002;1;viernes;marzo;2002;8230,70
04 MAR 2002;4;lunes;marzo;2002;8385,00
05 MAR 2002;5;martes;marzo;2002;8307,20
06 MAR 2002;6;miércoles;marzo;2002;8320,50
07 MAR 2002;7;jueves;marzo;2002;8382,20
08 MAR 2002;8;viernes;marzo;2002;8369,70
11 MAR 2002;11;lunes;marzo;2002;8317,90
12 MAR 2002;12;martes;marzo;2002;8225,90
13 MAR 2002;13;miércoles;marzo;2002;8199,00
14 MAR 2002;14;jueves;marzo;2002;8253,30
15 MAR 2002;15;viernes;marzo;2002;8318,80
18 MAR 2002;18;lunes;marzo;2002;8394,70
19 MAR 2002;19;martes;marzo;2002;8471,30
20 MAR 2002;20;miércoles;marzo;2002;8390,10
21 MAR 2002;21;jueves;marzo;2002;8334,40
22 MAR 2002;22;viernes;marzo;2002;8346,00
25 MAR 2002;25;lunes;marzo;2002;8167,20
26 MAR 2002;26;martes;marzo;2002;8123,20
27 MAR 2002;27;miércoles;marzo;2002;8158,00
28 MAR 2002;28;jueves;marzo;2002;8249,70
29 MAR 2002;29;viernes;marzo;2002;-
01 ABR 2002;1;lunes;abril;2002;-
02 ABR 2002;2;martes;abril;2002;8202,10
03 ABR 2002;3;miércoles;abril;2002;8236,10
04 ABR 2002;4;jueves;abril;2002;8164,70
05 ABR 2002;5;viernes;abril;2002;8170,10
08 ABR 2002;8;lunes;abril;2002;7976,10
09 ABR 2002;9;martes;abril;2002;8038,50
10 ABR 2002;10;miércoles;abril;2002;8098,20
11 ABR 2002;11;jueves;abril;2002;7971,10
12 ABR 2002;12;viernes;abril;2002;8027,30
15 ABR 2002;15;lunes;abril;2002;8116,90
16 ABR 2002;16;martes;abril;2002;8353,50
17 ABR 2002;17;miércoles;abril;2002;8393,80
18 ABR 2002;18;jueves;abril;2002;8348,10
19 ABR 2002;19;viernes;abril;2002;8420,40
22 ABR 2002;22;lunes;abril;2002;8363,50
23 ABR 2002;23;martes;abril;2002;8356,90
24 ABR 2002;24;miércoles;abril;2002;8325,00
25 ABR 2002;25;jueves;abril;2002;8171,10
26 ABR 2002;26;viernes;abril;2002;8182,00
29 ABR 2002;29;lunes;abril;2002;8146,30
30 ABR 2002;30;martes;abril;2002;8154,40
01 MAY 2002;1;miércoles;mayo;2002;-
02 MAY 2002;2;jueves;mayo;2002;8048,00
03 MAY 2002;3;viernes;mayo;2002;8019,00
06 MAY 2002;6;lunes;mayo;2002;7945,90
07 MAY 2002;7;martes;mayo;2002;7910,70
08 MAY 2002;8;miércoles;mayo;2002;8087,90
09 MAY 2002;9;jueves;mayo;2002;8041,40
10 MAY 2002;10;viernes;mayo;2002;7897,10
13 MAY 2002;13;lunes;mayo;2002;7998,10
14 MAY 2002;14;martes;mayo;2002;8103,60
15 MAY 2002;15;miércoles;mayo;2002;8162,10
16 MAY 2002;16;jueves;mayo;2002;8088,10
17 MAY 2002;17;viernes;mayo;2002;8090,60
20 MAY 2002;20;lunes;mayo;2002;8000,00
21 MAY 2002;21;martes;mayo;2002;7950,00
22 MAY 2002;22;miércoles;mayo;2002;7857,10
23 MAY 2002;23;jueves;mayo;2002;7902,10
24 MAY 2002;24;viernes;mayo;2002;7950,20
27 MAY 2002;27;lunes;mayo;2002;7993,00
28 MAY 2002;28;martes;mayo;2002;7925,10
29 MAY 2002;29;miércoles;mayo;2002;7946,70
30 MAY 2002;30;jueves;mayo;2002;7854,80
31 MAY 2002;31;viernes;mayo;2002;7949,90
03 JUN 2002;3;lunes;junio;2002;7899,70
04 JUN 2002;4;martes;junio;2002;7667,00
05 JUN 2002;5;miércoles;junio;2002;7619,10
06 JUN 2002;6;jueves;junio;2002;7577,50
07 JUN 2002;7;viernes;junio;2002;7480,60
10 JUN 2002;10;lunes;junio;2002;7483,10
11 JUN 2002;11;martes;junio;2002;7553,90
12 JUN 2002;12;miércoles;junio;2002;7387,60
13 JUN 2002;13;jueves;junio;2002;7296,50
14 JUN 2002;14;viernes;junio;2002;7128,20
17 JUN 2002;17;lunes;junio;2002;7333,00
18 JUN 2002;18;martes;junio;2002;7350,80
19 JUN 2002;19;miércoles;junio;2002;7212,70
20 JUN 2002;20;jueves;junio;2002;7060,30
21 JUN 2002;21;viernes;junio;2002;6925,50
24 JUN 2002;24;lunes;junio;2002;6651,40
25 JUN 2002;25;martes;junio;2002;6773,60
26 JUN 2002;26;miércoles;junio;2002;6683,40
27 JUN 2002;27;jueves;junio;2002;6695,80
28 JUN 2002;28;viernes;junio;2002;6913,00
01 JUL 2002;1;lunes;julio;2002;6893,60
02 JUL 2002;2;martes;julio;2002;6713,40
03 JUL 2002;3;miércoles;julio;2002;6592,20
04 JUL 2002;4;jueves;julio;2002;6686,60
05 JUL 2002;5;viernes;julio;2002;7078,40
08 JUL 2002;8;lunes;julio;2002;7133,80
09 JUL 2002;9;martes;julio;2002;6997,70
10 JUL 2002;10;miércoles;julio;2002;6858,30
11 JUL 2002;11;jueves;julio;2002;6637,70
12 JUL 2002;12;viernes;julio;2002;6724,60
15 JUL 2002;15;lunes;julio;2002;6420,90
16 JUL 2002;16;martes;julio;2002;6421,20
17 JUL 2002;17;miércoles;julio;2002;6660,60
18 JUL 2002;18;jueves;julio;2002;6751,60
19 JUL 2002;19;viernes;julio;2002;6420,40
22 JUL 2002;22;lunes;julio;2002;6251,90
23 JUL 2002;23;martes;julio;2002;6158,60
24 JUL 2002;24;miércoles;julio;2002;6004,50
25 JUL 2002;25;jueves;julio;2002;6310,10
26 JUL 2002;26;viernes;julio;2002;6303,40
29 JUL 2002;29;lunes;julio;2002;6659,80
30 JUL 2002;30;martes;julio;2002;6322,30
31 JUL 2002;31;miércoles;julio;2002;6249,30
01 AGO 2002;1;jueves;agosto;2002;6074,90
02 AGO 2002;2;viernes;agosto;2002;6114,10
05 AGO 2002;5;lunes;agosto;2002;5963,20
06 AGO 2002;6;martes;agosto;2002;6168,60
07 AGO 2002;7;miércoles;agosto;2002;6091,70
08 AGO 2002;8;jueves;agosto;2002;6396,10
09 AGO 2002;9;viernes;agosto;2002;6400,30
12 AGO 2002;12;lunes;agosto;2002;6221,10
13 AGO 2002;13;martes;agosto;2002;6271,40
14 AGO 2002;14;miércoles;agosto;2002;6104,60
15 AGO 2002;15;jueves;agosto;2002;-
16 AGO 2002;16;viernes;agosto;2002;6326,60
19 AGO 2002;19;lunes;agosto;2002;6583,00
20 AGO 2002;20;martes;agosto;2002;6466,30
21 AGO 2002;21;miércoles;agosto;2002;6528,10
22 AGO 2002;22;jueves;agosto;2002;6678,80
23 AGO 2002;23;viernes;agosto;2002;6590,10
26 AGO 2002;26;lunes;agosto;2002;6534,10
27 AGO 2002;27;martes;agosto;2002;6703,10
28 AGO 2002;28;miércoles;agosto;2002;6472,70
29 AGO 2002;29;jueves;agosto;2002;6370,90
30 AGO 2002;30;viernes;agosto;2002;6435,70
02 SEP 2002;2;lunes;septiembre;2002;6341,30
03 SEP 2002;3;martes;septiembre;2002;6141,90
04 SEP 2002;4;miércoles;septiembre;2002;6165,10
05 SEP 2002;5;jueves;septiembre;2002;6080,40
06 SEP 2002;6;viernes;septiembre;2002;6261,60
09 SEP 2002;9;lunes;septiembre;2002;6143,30
10 SEP 2002;10;martes;septiembre;2002;6295,70
11 SEP 2002;11;miércoles;septiembre;2002;6492,00
12 SEP 2002;12;jueves;septiembre;2002;6251,10
13 SEP 2002;13;viernes;septiembre;2002;6141,30
16 SEP 2002;16;lunes;septiembre;2002;6087,00
17 SEP 2002;17;martes;septiembre;2002;6082,00
18 SEP 2002;18;miércoles;septiembre;2002;5905,50
19 SEP 2002;19;jueves;septiembre;2002;5819,00
20 SEP 2002;20;viernes;septiembre;2002;5761,10
23 SEP 2002;23;lunes;septiembre;2002;5580,10
24 SEP 2002;24;martes;septiembre;2002;5390,90
25 SEP 2002;25;miércoles;septiembre;2002;5447,40
26 SEP 2002;26;jueves;septiembre;2002;5682,40
27 SEP 2002;27;viernes;septiembre;2002;5630,60
30 SEP 2002;30;lunes;septiembre;2002;5431,70
01 OCT 2002;1;martes;octubre;2002;5368,60
02 OCT 2002;2;miércoles;octubre;2002;5614,40
03 OCT 2002;3;jueves;octubre;2002;5551,70
04 OCT 2002;4;viernes;octubre;2002;5499,20
07 OCT 2002;7;lunes;octubre;2002;5464,30
08 OCT 2002;8;martes;octubre;2002;5454,10
09 OCT 2002;9;miércoles;octubre;2002;5364,50
10 OCT 2002;10;jueves;octubre;2002;5447,60
11 OCT 2002;11;viernes;octubre;2002;5661,00
14 OCT 2002;14;lunes;octubre;2002;5603,30
15 OCT 2002;15;martes;octubre;2002;5889,40
16 OCT 2002;16;miércoles;octubre;2002;5865,40
17 OCT 2002;17;jueves;octubre;2002;6023,50
18 OCT 2002;18;viernes;octubre;2002;6010,80
21 OCT 2002;21;lunes;octubre;2002;6031,40
22 OCT 2002;22;martes;octubre;2002;6040,80
23 OCT 2002;23;miércoles;octubre;2002;5881,40
24 OCT 2002;24;jueves;octubre;2002;6054,20
25 OCT 2002;25;viernes;octubre;2002;6092,50
28 OCT 2002;28;lunes;octubre;2002;6164,60
29 OCT 2002;29;martes;octubre;2002;6005,90
30 OCT 2002;30;miércoles;octubre;2002;6038,10
31 OCT 2002;31;jueves;octubre;2002;6139,40
01 NOV 2002;1;viernes;noviembre;2002;-
04 NOV 2002;4;lunes;noviembre;2002;6366,20
05 NOV 2002;5;martes;noviembre;2002;6369,10
06 NOV 2002;6;miércoles;noviembre;2002;6319,10
07 NOV 2002;7;jueves;noviembre;2002;6115,60
08 NOV 2002;8;viernes;noviembre;2002;6074,20
11 NOV 2002;11;lunes;noviembre;2002;6060,00
12 NOV 2002;12;martes;noviembre;2002;6141,90
13 NOV 2002;13;miércoles;noviembre;2002;6133,50
14 NOV 2002;14;jueves;noviembre;2002;6271,70
15 NOV 2002;15;viernes;noviembre;2002;6250,80
18 NOV 2002;18;lunes;noviembre;2002;6356,30
19 NOV 2002;19;martes;noviembre;2002;6299,30
20 NOV 2002;20;miércoles;noviembre;2002;6264,30
21 NOV 2002;21;jueves;noviembre;2002;6498,90
22 NOV 2002;22;viernes;noviembre;2002;6539,20
25 NOV 2002;25;lunes;noviembre;2002;6580,70
26 NOV 2002;26;martes;noviembre;2002;6471,50
27 NOV 2002;27;miércoles;noviembre;2002;6700,10
28 NOV 2002;28;jueves;noviembre;2002;6704,10
29 NOV 2002;29;viernes;noviembre;2002;6685,60
02 DIC 2002;2;lunes;diciembre;2002;6736,30
03 DIC 2002;3;martes;diciembre;2002;6582,40
04 DIC 2002;4;miércoles;diciembre;2002;6512,80
05 DIC 2002;5;jueves;diciembre;2002;6425,30
06 DIC 2002;6;viernes;diciembre;2002;-
09 DIC 2002;9;lunes;diciembre;2002;6291,00
10 DIC 2002;10;martes;diciembre;2002;6332,10
11 DIC 2002;11;miércoles;diciembre;2002;6371,50
12 DIC 2002;12;jueves;diciembre;2002;6251,60
13 DIC 2002;13;viernes;diciembre;2002;6120,60
16 DIC 2002;16;lunes;diciembre;2002;6311,40
17 DIC 2002;17;martes;diciembre;2002;6266,60
18 DIC 2002;18;miércoles;diciembre;2002;6155,80
19 DIC 2002;19;jueves;diciembre;2002;6168,30
20 DIC 2002;20;viernes;diciembre;2002;6208,00
23 DIC 2002;23;lunes;diciembre;2002;6240,20
24 DIC 2002;24;martes;diciembre;2002;-
25 DIC 2002;25;miércoles;diciembre;2002;-
26 DIC 2002;26;jueves;diciembre;2002;-
27 DIC 2002;27;viernes;diciembre;2002;6081,30
